Code,StationName,Staffed,StationType,City,State,Zip,Country,Division,PublicPhone,TicketOffice,QuikTrak,MetrolinkTVM,CheckedBaggage,AmtrakExpress,HandleUSMail,Lounge,UnaccompaniedChildren,AdvPayPPO,AmtrakTrains,Non-AmtrakTrains,DedicatedThruway,CoordinatedThruway,OtherTransportation,GroupCity,IATACode,IATAName,NonAmtrakTicketSale,TimeZone,ObserveDayLightSaving,CheckInWService,CheckInWOService,Elevation,Population
SFG,"San Francisco (Groups Only),California",N,Curbside Bus Stop only (no shelter),San Francisco,CA,94111,United States,Pacific,000-000-0000,N,N,N,N,N,N,N,N,Y,N,N,N,N,,,,,,P,Y,30,30,,
SFM,"San Francisco (Conv Ctr), California",N,Curbside Bus Stop only (no shelter),San Francisco,CA,94103-3118,United States,Pacific,000-000-0000,N,N,N,N,N,N,N,N,Y,N,N,Y,N,,,,,,P,Y,30,30,29,659000
SFP,"San Francisco (Caltrain), California",N,Curbside Bus Stop only (no shelter),San Francisco,CA,94107-1617,United States,Pacific,000-000-0000,N,N,N,N,N,N,N,N,Y,N,Y,Y,N,N,,,,CalTrain,P,Y,30,30,9,
SFS,"San Francisco (Shopping), California",N,Curbside Bus Stop only (no shelter),San Francisco,CA,94103-1901,United States,Pacific,000-000-0000,N,N,N,N,N,N,N,N,Y,N,N,Y,N,,,,,,P,Y,30,30,35,659000
SFV,"San Francisco (Civic Center), California",N,Curbside Bus Stop only (no shelter),San Francisco,CA,94102,United States,Pacific,000-000-0000,N,N,N,N,N,N,N,N,Y,,,Y,,,,,,,P,Y,15,15,44,
SFW,"San Francisco (Wharf), California",N,Curbside Bus Stop only (no shelter),San Francisco,CA,94133,United States,Pacific,000-000-0000,N,N,N,N,N,N,N,N,Y,N,N,Y,N,,,,,,P,Y,30,30,10,659000
SGL,"Sagle, Idaho",N,Curbside Bus Stop only (no shelter),Sagle,ID,83860,United States,Pacific Northwest,800-USA-RAIL,N,N,N,N,N,N,N,N,Y,,,,Y,,,,,,P,Y,15,15,2206,
SGW,"Saginaw, Michigan",N,Station Building (with waiting room),Saginaw,MI,48607,United States,Central,989-753-5454,N,N,N,N,N,N,N,N,Y,,,,Y,,,,,Indian Trails,E,Y,30,30,594,
SHB,"Sheboygan, Wisconsin",N,Curbside Bus Stop only (no shelter),Sheboygan,WI,53081,United States,Central,800-USA-RAIL,N,N,N,N,N,N,N,N,Y,,,,Y,,,,,,C,Y,15,15,628,
SHR,"Shreveport, Louisiana",N,Curbside Bus Stop only (no shelter),Shreveport,LA,71109-7764,United States,Southwest,800-USA-RAIL,N,N,N,N,N,N,N,N,Y,N,N,Y,,,,,,,C,Y,30,30,250,219000
SHW,"Shawano, Wisconsin",N,Curbside Bus Stop only (no shelter),Shawano,WI,54166-6160,United States,Central,800-USA-RAIL,N,N,N,N,N,N,N,N,Y,,,,Y,,,,,,C,Y,15,15,876,
SID,"Sandpoint (Bus), Idaho",N,Curbside Bus Stop only (no shelter),Sandpoint,ID,83864,United States,Pacific Northwest,800-USA-RAIL,N,N,N,N,N,N,N,N,Y,,,,Y,,SDX,,,,P,Y,15,15,2093,
SIM,"Simi Valley, California",N,Platform only (no shelter),Simi Valley,CA,93063,United States,Southwest,000-000-0000,N,N,Y,N,N,N,N,N,Y,Y,Y,Y,N,N,,,,,P,Y,30,30,988,85000
SJC,"San Jose, California",Y,Station Building (with waiting room),San Jose,CA,95110,United States,Pacific,408-287-1848,Y,Y,N,Y,Y,N,N,Y,Y,Y,Y,Y,N,Y,,,,Caltrain / ACE,P,Y,45,30,97,929936
SJM,"St. Joseph, Michigan",N,Station Building (with waiting room),St. Joseph,MI,49085,United States,Central,000-000-0000,N,Y,N,N,N,N,N,N,Y,Y,N,N,N,,,,,,E,Y,30,30,603,8623
SKE,"Skykomish (Eastbound), Washington",N,Curbside Bus Stop only (no shelter),Skykomish,WA,98288,United States,Pacific Northwest,800-USA-RAIL,N,N,N,N,N,N,N,N,Y,,,,Y,,SYX,,,,P,Y,15,15,933,300
SKN,"Stockton (711-718), California",Y,Station Building (with waiting room),Stockton,CA,95203,United States,Pacific,209-946-0517,Y,Y,N,Y,N,N,N,Y,Y,Y,N,Y,N,Y,SKX,,,Via Rail Canada,P,Y,45,30,17,290141
SKT,"Stockton (ACE, 701-704), California",N,Platform with Shelter,Stockton,CA,95202,United States,Pacific,000-000-0000,N,Y,N,N,N,N,N,N,Y,Y,Y,Y,N,N,SKX,,,,P,Y,30,30,19,
SKW,"Skykomish (Westbound), Washington",N,Curbside Bus Stop only (no shelter),Skykomish,WA,98288,United States,Pacific Northwest,800-USA-RAIL,N,N,N,N,N,N,N,N,Y,N,N,N,Y,,SYX,,,,P,Y,15,15,939,300
SKY,"Sandusky, Ohio",N,Platform with Shelter,Sandusky,OH,44870-3165,United States,Central,000-000-0000,N,N,N,N,N,N,N,N,Y,Y,N,N,N,,,,,,E,Y,30,30,597,61963
SLB,"Salt Lake City (Buses), Utah",N,Station Building (with waiting room),Salt Lake City,UT,84101,United States,Pacific,800-USA-RAIL,N,N,N,N,N,N,N,N,Y,,,,Y,,SCX,,,Greyhound,M,Y,30,30,4232,950000
SLC,"Salt Lake City (Amtrak), Utah",Y,Station Building (with waiting room),Salt Lake City,UT,84101,United States,Pacific,801-322-3510,Y,N,N,Y,N,N,N,N,Y,Y,N,N,Y,Y,SCX,,,Via Rail Canada,M,Y,60,30,4231,950000
SLG,"Salem (Greyhound), Oregon",N,Station Building (with waiting room),Salem,OR,97301-3725,United States,Pacific Northwest,503-362-2428,N,N,N,N,N,N,N,N,Y,,,,Y,,SMX,,,Greyhound,P,Y,30,30,160,
SLH,"Stateline Transit Center, California",N,Curbside Bus Stop only (no shelter),Stateline,CA,96150,United States,Pacific,000-000-0000,N,N,N,N,N,N,N,N,Y,N,N,Y,N,N,,,,,P,Y,30,30,6293,
SLM,"Salem, Oregon",Y,Station Building (with waiting room),Salem,OR,97301,United States,Pacific Northwest,503-588-1551,Y,Y,N,Y,Y,N,N,Y,Y,Y,N,Y,N,N,SMX,,,Via Rail Canada,P,Y,45,30,165,100000
SLN,"Stateline, Nevada",N,Curbside Bus Stop only (no shelter),Stateline,NV,89449,United States,Pacific,800-USA-RAIL,N,N,N,N,N,N,N,N,Y,,,Y,,,,,,,P,Y,15,15,6325,
SLO,"San Luis Obispo, California",Y,Station Building (with waiting room),San Luis Obispo,CA,93401-4449,United States,Southwest,805-541-0505,Y,Y,Y,Y,Y,N,N,Y,Y,Y,N,Y,N,N,SNX,,,Via Rail Canada,P,Y,60,30,248,41200
SLP,"San Luis Obispo (Cal Poly), California",N,Curbside Bus Stop only (no shelter),San Luis Obispo,CA,93401,United States,Southwest,000-000-0000,N,N,N,N,N,N,N,N,Y,N,N,Y,Y,,SNX,,,,P,Y,30,30,391,40400
SLQ,"St-Lambert, Quebec",Y,Station Building (with waiting room),St-Lambert,QC,J4P 2G5,Canada,VIA Rail Canada Inc.,888-842-7245,Y,N,N,N,N,N,N,N,Y,Y,Y,N,N,,,,VIAnet:  SLAM,VIA Rail Canada,E,Y,45,30,69,50000
SLS,"Salisbury (BayRunner Shuttle), Maryland",N,Curbside Bus Stop only (no shelter),Salisbury,MD,21801,United States,Mid-Atlantic,410-912-6000,N,N,N,N,N,N,N,N,Y,,,,Y,,,,,,E,Y,15,15,8,
SLT,"South Lake Tahoe, California",N,Curbside Bus Stop only (no shelter),South Lake Tahoe,CA,96151,United States,Pacific,000-000-0000,N,N,N,N,N,N,N,N,Y,N,N,Y,N,N,,,,,P,Y,30,30,6271,23100
SLV,"Solvang, California",N,Curbside Bus Stop only (no shelter),Solvang,CA,93463,United States,Southwest,000-000-0000,N,N,N,N,N,N,N,N,Y,N,N,Y,N,N,,,,,P,Y,30,30,495,20000
SLY,"Salisbury (Greyhound), Maryland",N,Station Building (with waiting room),Salisbury,MD,21801-4126,United States,Mid-Atlantic,410-677-3017,N,N,N,N,N,N,N,N,Y,N,N,N,Y,,,,,Greyhound,E,Y,30,30,29,
SMC,"San Marcos, Texas",N,Platform with Shelter,San Marcos,TX,78666-6310,United States,Southwest,000-000-0000,N,N,N,N,N,N,N,N,Y,Y,N,N,N,,,,,,C,Y,30,30,573,29800
SMD,"Madison (Dutch Mill), Wisconsin",N,Curbside Bus Stop only (no shelter),Madison,WI,53716,United States,Central,000-000-0000,N,N,N,N,N,N,N,N,Y,N,N,Y,Y,,MSX,,,,C,Y,30,30,851,
SMI,"Sault Sainte Marie, Michigan",N,Curbside Bus Stop only (no shelter),Sault Sainte Marie,MI,49783-3619,United States,Central,800-USA-RAIL,N,N,N,N,N,N,N,N,Y,,,,Y,,,,,,E,Y,15,15,701,
SMR,"Smith River, California",N,Curbside Bus Stop only (no shelter),Smith River,CA,95567,United States,Pacific,800-USA-RAIL,N,N,N,N,N,N,N,N,Y,,,N,Y,,,,,,P,Y,15,15,79,
SMT,"Summit, Illinois",N,Platform with Shelter,Summit,IL,60501,United States,Central,000-000-0000,N,N,N,N,N,N,N,N,Y,Y,N,N,N,,,,,,C,Y,30,30,600,11000
SNA,"Santa Ana, California",Y,Station Building (with waiting room),Santa Ana,CA,92701,United States,Southwest,714-547-8389,Y,Y,Y,Y,N,N,N,Y,Y,Y,Y,Y,N,Y,,,,Via Rail Canada,P,Y,45,30,137,210000
SNB,"San Bernardino (Amtrak Station), California",N,Station Building (with waiting room),San Bernardino,CA,92410-1715,United States,Southwest,000-000-0000,N,N,Y,N,N,N,N,N,Y,Y,N,Y,N,N,,,,,P,Y,60,45,1064,187000
SNC,"San Juan Capistrano, California",Y,Station Building (with waiting room),San Juan Capistrano,CA,92675,United States,Southwest,949-240-2972,Y,Y,Y,N,N,N,N,Y,Y,Y,Y,N,N,N,,,,,P,Y,30,30,112,25000
SND,"Sanderson, Texas",N,Platform with Shelter,Sanderson,TX,79848,United States,Southwest,000-000-0000,N,N,N,N,N,N,N,N,Y,Y,N,N,N,,,,,,C,Y,30,30,2774,974
SNP,"San Clemente Pier, California",N,Platform only (no shelter),San Clemente,CA,92672-5301,United States,Southwest,000-000-0000,N,N,Y,N,N,N,N,N,Y,Y,N,N,N,N,,,,,P,Y,30,30,18,50000
SNS,"Salinas, California",Y,Station Building (with waiting room),Salinas,CA,93901-1432,United States,Pacific,831-422-7458,Y,N,N,Y,Y,N,N,Y,Y,Y,N,Y,N,Y,,,,Via Rail Canada,P,Y,45,30,52,145032
SNY,"Stanley, Wisconsin",N,Curbside Bus Stop only (no shelter),Stanley,WI,54768,United States,Central,800-USA-RAIL,N,N,N,N,N,N,N,N,Y,,,,Y,,,,,,C,Y,15,15,1065,
SOB,"South Bend, Indiana",Y,Station Building (with waiting room),South Bend,IN,46628,United States,Central,574-288-2212,Y,N,N,Y,Y,N,N,Y,Y,Y,N,N,N,,,,,Via Rail Canada,E,Y,45,30,715,125580
SOL,"Solana Beach, California",Y,Station Building (with waiting room),Solana Beach,CA,92075,United States,Southwest,858-259-2697,Y,Y,Y,N,N,N,N,Y,Y,Y,Y,Y,N,N,,,,Via Rail Canada,P,Y,45,30,79,17000
SOP,"Southern Pines, North Carolina",N,Station Building (with waiting room),Southern Pines,NC,28387,United States,Southern,000-000-0000,N,Y,N,N,N,N,N,N,Y,Y,N,N,N,,,,,,E,Y,30,30,508,8800
SPB,"Spartanburg, South Carolina",N,Station Building (with waiting room),Spartanburg,SC,29303,United States,Southern,000-000-0000,N,N,N,N,N,N,N,N,Y,Y,N,N,N,N,,,,,E,Y,30,30,759,38561
SPD,"San Pedro (Catalina Terminal), California",N,Curbside Bus Stop only (no shelter),San Pedro,CA,90731,United States,Southwest,800-USA-RAIL,N,N,N,N,N,N,N,N,Y,N,N,Y,N,,LBX,,,,P,Y,30,30,13,
SPG,"Springfield, Massachusetts",Y,Station Building (with waiting room),Springfield,MA,01103,United States,Northeast,413-785-4230,Y,Y,N,Y,N,N,N,Y,Y,Y,N,N,N,,,,,Via Rail Canada,E,Y,30,30,69,27900
SPI,"Springfield, Illinois",Y,Station Building (with waiting room),Springfield,IL,62701-1106,United States,Central,217-753-2013,Y,N,N,Y,Y,N,N,Y,Y,Y,N,Y,N,N,,,,Via Rail Canada,C,Y,60,30,596,116482
SPK,"Spokane, Washington",Y,Station Building (with waiting room),Spokane,WA,99201-3704,United States,Pacific Northwest,509-624-5144,Y,Y,N,Y,Y,N,N,N,Y,Y,N,N,Y,Y,,,,Via Rail Canada,P,Y,60,30,1905,200000
SPL,"Staples, Minnesota",N,Station Building (with waiting room),Staples,MN,56479,United States,Central,218-000-0000,N,N,N,N,N,N,N,N,Y,Y,N,N,N,,,,,,C,Y,30,30,1274,3019
SPM,"South Shore-South Portsmouth, Kentucky",N,Platform with Shelter,South Shore,KY,41174,United States,Central,000-000-0000,N,N,N,N,N,N,N,N,Y,Y,N,N,N,,,,,,E,Y,30,30,532,34989
SPO,"San Pedro (Downtown), California",N,Curbside Bus Stop only (no shelter),San Pedro,CA,90731,United States,Southwest,000-000-0000,N,N,N,N,N,N,N,N,Y,N,N,Y,,,LBX,,,,P,Y,30,30,113,
SPT,"Sandpoint (Amtrak), Idaho",N,Platform with Shelter,Sandpoint,ID,83864,United States,Pacific Northwest,000-000-0000,N,N,N,N,N,N,N,N,Y,Y,N,N,N,N,SDX,,,,P,Y,30,30,2087,6835
SPX,"Sparks, Nevada (Thruway Buses)",N,Curbside Bus Stop only (no shelter),Sparks,NV,89431,United States,Pacific,000-000-0000,N,N,N,N,N,N,N,N,Y,N,N,Y,N,N,SRX,,,,P,Y,30,30,4418,
SQA,"Squamish, British Columbia",N,Station Building (with waiting room),Squamish,BC,V0N 3G0,Canada,Pacific,800-661-8747,N,N,N,N,N,N,N,N,Y,N,N,N,Y,,,,,Greyhound Canada,P,Y,30,30,14,
SRA,"Sarasota, Florida",N,Curbside Bus Stop only (no shelter),Sarasota,FL,34231-5914,United States,Southern,000-000-0000,N,N,N,Y,N,N,N,N,Y,N,N,Y,N,N,,,,,E,Y,30,30,24,
SRC,"Santa Rosa, California",N,Curbside Bus Stop only (no shelter),Santa Rosa,CA,95401,United States,Pacific,000-000-0000,N,N,N,N,N,N,N,N,Y,N,N,Y,N,,,,,,P,Y,30,30,157,104700
SRK,"Saratoga Race Course, Saratoga Springs, New York",N,Curbside Bus Stop only (no shelter),Saratoga Springs,NY,12866,United States,Northeast,800-USA-RAIL,N,N,N,N,N,N,N,N,Y,,,Y,,,,,,,E,Y,15,15,309,
SRT,"Searsport, Maine",N,Curbside Bus Stop only (no shelter),Searsport,ME,04974-3322,United States,Northeast,207-548-2728,N,N,N,N,N,N,N,N,Y,N,N,N,Y,,,,,,E,Y,30,30,84,
SSD,"Seaside, Oregon",N,Curbside Bus Stop only (no shelter),Seaside,OR,97301,United States,Pacific Northwest,800-442-4106,N,N,N,N,N,N,N,N,Y,N,N,Y,N,N,,,,Oregon Coachways,P,Y,30,30,6,5900
SSM,"Selma, North Carolina",N,Station Building (with waiting room),Selma,NC,27576,United States,Southern,800-USA-RAIL,N,Y,N,N,N,N,N,N,Y,Y,N,N,N,,,,,,E,Y,30,30,175,30000
SSP,"Silver Spring, Maryland",,Pseudo Station,Silver Spring,MD,20910,United States,MARC,800-325-RAIL,,Y,,,,,,,,,,,,,,,,,E,Y,,,,
SSW,"Stevens Pass, Washington",N,Curbside Bus Stop only (no shelter),Stevens Pass,WA,98826,United States,Pacific Northwest,000-000-0000,N,N,N,N,N,N,N,N,Y,N,N,N,Y,,,,,,P,Y,30,30,4056,500
STA,"Staunton, Virginia",N,Station Building (with waiting room),Staunton,VA,24401,United States,Mid-Atlantic,000-000-0000,N,N,N,N,N,N,N,N,Y,Y,N,N,N,,,,,,E,Y,30,30,1419,23341
STD,"St. Denis, Maryland",,Pseudo Station,Baltimore,MD,21227,United States,MARC,800-325-RAIL,,N,,,,,,,,,,,,,,,,,E,Y,,,,
STG,"St. George, Utah",N,Curbside Bus Stop only (no shelter),St. George,UT,84770-5249,United States,Southwest,435-673-2933,N,N,N,N,N,N,N,N,Y,N,N,N,Y,,,,,,M,Y,30,30,2590,
STI,"St. Ignace, Michigan",N,Station Building (with waiting room),St. Ignace,MI,49781-9617,United States,Central,906-643-1531,N,N,N,N,N,N,N,N,Y,N,N,N,Y,Y,,,,,E,Y,30,30,680,2575
STL,"St. Louis, Missouri",Y,Station Building (with waiting room),St. Louis,MO,63103-2607,United States,Central,314-331-3309,Y,Y,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,,,,Via Rail Canada,C,Y,60,45,458,347181
STM,"Stamford, Connecticut",Y,Station Building (with waiting room),Stamford,CT,06902,United States,Northeast,203-363-5782,Y,Y,N,N,N,N,N,Y,Y,Y,Y,N,N,,,,,Metro-North,E,Y,45,30,20,102453
STN,"Stanley, North Dakota",N,Station Building (with waiting room),Stanley,ND,58784,United States,Pacific Northwest,000-000-0000,N,N,N,N,N,N,N,N,Y,Y,N,N,N,,,,,,C,Y,30,30,2251,1218
STP,"St Petersburg-Clearwater, Florida",Y,Station Building (with waiting room),Clearwater,FL,33760-4846,United States,Southern,727-540-0034,Y,N,N,Y,N,N,N,N,Y,N,N,Y,N,N,,,,Via Rail,E,Y,45,30,10,
STS,"New Haven (State Street), Connecticut",,Pseudo Station,New Haven,CT,06510,,Shore Line East,203-777-7433,,N,,,,,,,,,,,,,,,,,E,Y,,,,
STW,"Stanwood, Washington",N,Platform only (no shelter),Stanwood,WA,98292,United States,Pacific Northwest,800-USA-RAIL,N,N,N,N,N,N,N,N,Y,Y,,,,,,,,,P,Y,30,30,13,
SUI,"Suisun-Fairfield, California",N,Station Building (with waiting room),Suisun City,CA,94585-2466,United States,Pacific,000-000-0000,N,Y,N,N,N,N,N,N,Y,Y,N,Y,N,Y,,,,,P,Y,30,30,8,
SUN,"Sunriver, Oregon",N,Curbside Bus Stop only (no shelter),Sunriver,OR,97707,United States,Pacific Northwest,000-000-0000,N,N,N,N,N,N,N,N,Y,N,N,N,Y,,,,,,P,Y,30,30,4164,
SUT,"Sun City-Menifee, California",N,Curbside Bus Stop only (no shelter),Sun City-Menifee,CA,92586,United States,Southwest,000-000-0000,N,N,N,N,N,N,N,N,Y,N,N,Y,Y,,,,,,P,Y,30,30,1435,
SUY,"Surrey, British Columbia",N,Curbside Bus Stop only (no shelter),South Surrey,BC,V4A 4Z2,Canada,Pacific,000-000-0000,N,N,N,N,N,N,N,N,Y,N,N,N,Y,N,,,,,P,Y,30,30,114,245173
SVF,"Seattle (Ferry - Pier 69), Washington",N,Platform with Shelter,Seattle,WA,98121,United States,Pacific,206-448-5000,N,N,N,N,N,N,N,N,Y,N,N,N,N,Y,STX,,,Victoria Clipper,P,Y,45,45,7,
SVG,"Savage, Maryland",,Pseudo Station,Annapolis Junction,MD,20701,United States,MARC,800-325-RAIL,,Y,,,,,,,,,,,,,,,,,E,Y,,,,
SVP,"Stevens Point (200 Division St), Wisconsin",N,Curbside Bus Stop only (no shelter),Stevens Point,WI,54481-1843,United States,Central,000-000-0000,N,N,N,N,N,N,N,N,Y,,,,Y,,,,,,C,Y,15,15,1109,
SVT,"Sturtevant, Wisconsin",N,Station Building (with waiting room),Sturtevant,WI,53177-1764,United States,Central,000-000-0000,N,Y,N,N,N,N,N,N,Y,Y,N,N,N,,,,,,C,Y,30,30,730,6913
SVU,"Stevens Point (University of Wisconsin), Wisconsin",N,Curbside Bus Stop only (no shelter),Stevens Point,WI,54481,United States,Central,800-USA-RAIL,N,N,N,N,N,N,N,N,Y,,,,Y,,,,,,C,Y,15,15,1093,
SVY,"Scotts Valley, California",N,Curbside Bus Stop only (no shelter),Scotts Valley,CA,95066-4029,United States,Pacific,000-000-0000,N,N,N,N,N,N,N,N,Y,N,N,N,Y,Y,,,,,P,Y,10,10,542,
SYR,"Syracuse, New York",Y,Station Building (with waiting room),Syracuse,NY,13208,United States,Northeast,315-477-1152,Y,Y,N,Y,Y,N,N,Y,Y,Y,N,N,N,,,,,Via Rail Canada,E,Y,60,30,370,160000
TAC,"Tacoma, Washington",Y,Station Building (with waiting room),Tacoma,WA,98421-2122,United States,Pacific Northwest,253-627-8141,Y,Y,N,Y,Y,N,N,Y,Y,Y,N,N,Y,Y,,,,Via Rail Canada,P,Y,60,30,19,150000
TAY,"Taylor, Texas",N,Platform only (no shelter),Taylor,TX,76574-3627,United States,Southwest,000-000-0000,N,N,N,N,N,N,N,N,Y,Y,N,N,N,,,,,,C,Y,30,30,546,15322
TCA,"Toccoa, Georgia",N,Station Building (with waiting room),Toccoa,GA,30577,United States,Southern,000-000-0000,N,N,N,N,N,N,N,N,Y,Y,N,N,N,N,,,,,E,Y,30,30,1012,9069
TCL,"Tuscaloosa, Alabama",Y,Station Building (with waiting room),Tuscaloosa,AL,35401,United States,Southern,205-758-3578,Y,N,N,Y,Y,N,N,Y,Y,Y,N,N,N,N,,,,Via Rail Canada,C,Y,60,45,187,83052
TDO,"Toledo, Oregon",N,Curbside Bus Stop only (no shelter),Toledo,OR,97391-1000,United States,Pacific Northwest,000-000-0000,N,N,N,N,N,N,N,N,Y,N,N,N,Y,N,,,,Bus tickets,P,Y,30,30,19,
TEH,"Tehachapi, California",N,Curbside Bus Stop only (no shelter),Tehachapi,CA,93561,United States,Southwest,000-000-0000,N,N,N,N,N,N,N,N,Y,N,N,Y,N,Y,,,,,P,Y,30,30,3959,6700
TFI,"Twin Falls, Idaho",N,Curbside Bus Stop only (no shelter),Twin Falls,ID,83301,United States,Pacific Northwest,208-733-3002,N,N,N,N,N,N,N,N,Y,N,N,N,Y,,,,,Greyhound,M,Y,30,30,3661,
THD,"The Dalles, Oregon",N,Curbside Bus Stop only (no shelter),The Dalles,OR,97058,United States,Pacific Northwest,541-296-2421,N,N,N,N,N,N,N,N,Y,N,N,N,Y,,,,,Greyhound only,P,Y,30,30,101,
THN,"Thurmond, West Virginia",N,Platform with Shelter,Thurmond,WV,25936,United States,Mid-Atlantic,000-000-0000,N,N,N,N,N,N,N,N,Y,Y,N,N,N,,,,,,E,Y,30,30,1073,200
TLT,"Tilton, New Hampshire",N,Curbside Bus Stop only (no shelter),Tilton,NH,03276,United States,Northeast,800-USA-RAIL,N,N,N,N,N,N,N,N,Y,N,N,N,Y,,,,,,E,Y,30,30,476,
TOA,"Torrance, California",N,Curbside Bus Stop only (no shelter),Torrance,CA,90502,United States,Southwest,800-872-7245,N,N,N,N,N,N,N,N,Y,,,Y,,,,,,,P,Y,15,15,29,
TOH,"Tomah, Wisconsin",N,Station Building (with waiting room),Tomah,WI,54660,United States,Central,000-000-0000,N,N,N,N,N,N,N,N,Y,Y,N,N,N,,,,,,C,Y,30,30,964,8664
TOL,"Toledo, Ohio",Y,Station Building (with waiting room),Toledo,OH,43604-8817,United States,Central,419-246-0159,Y,N,N,Y,Y,N,N,Y,Y,Y,N,Y,N,,,,,Via Rail Canada,E,Y,60,30,594,350000
TOP,"Topeka, Kansas",Y,Station Building (with waiting room),Topeka,KS,66607-1100,United States,Central,785-357-5362,Y,N,N,N,N,N,N,N,Y,Y,,,,,,,,,C,Y,45,15,889,127473
TPA,"Tampa, Florida",Y,Station Building (with waiting room),Tampa,FL,33602-3555,United States,Southern,813-221-7601,Y,Y,N,Y,Y,N,N,Y,Y,Y,N,Y,N,N,,,,Via Rail Canada,E,Y,60,30,22,332888
TPL,"Temple, Texas",Y,Station Building (with waiting room),Temple,TX,76501,United States,Southwest,254-742-2019,Y,N,N,N,N,N,N,N,Y,Y,N,N,Y,N,,,,Via Rail Canada,C,Y,60,30,704,60000
TRA,"Tracy (Bus), California",N,Curbside Bus Stop only (no shelter),Tracy,CA,95376-1746,United States,Pacific,000-000-0000,N,N,N,N,N,N,N,N,Y,N,N,N,Y,,,,,,P,Y,30,30,18,18428
TRC,"Tracy (ACE Station), California",N,Platform with Shelter,Tracy,CA,95377,United States,Pacific,000-000-0000,N,N,N,N,N,N,N,N,Y,N,Y,N,N,,,,,,P,Y,15,15,152,
TRE,"Trenton, New Jersey",Y,Station Building (with waiting room),Trenton,NJ,08609-1238,United States,Northeast,609-989-1770,Y,Y,N,N,N,N,N,Y,Y,Y,Y,N,N,Y,,,,NJ Transit/SEPTA/VIA,E,Y,45,30,40,91430
TRI,"Trinidad, Colorado",N,Platform with Shelter,Trinidad,CO,81082,United States,Southwest,000-000-0000,N,N,N,N,N,N,N,N,Y,Y,N,N,N,,,,,,M,Y,30,30,5988,9663
TRK,"Turlock-Denair, California",N,Platform with Shelter,Denair,CA,95316,United States,Pacific,000-000-0000,N,N,N,N,N,N,N,N,Y,Y,N,N,N,N,,,,,P,Y,30,30,123,39000
TRU,"Truckee, California",N,Station Building (with waiting room),Truckee,CA,96161-0329,United States,Pacific,000-000-0000,N,N,N,N,N,N,N,N,Y,Y,N,Y,N,N,,,,,P,Y,30,30,5825,2389
TRV,"Traverse City, Michigan",N,Curbside Bus Stop only (no shelter),Traverse City,MI,49684-2215,United States,Central,231-946-5180,N,N,N,N,N,N,N,N,Y,N,N,Y,N,,,,,,E,Y,30,30,591,15800
TSY,"Tusayan, Arizona",N,Curbside Bus Stop only (no shelter),Tusayan,AZ,86023,United States,Southwest,000-000-0000,N,N,N,N,N,N,N,N,Y,N,N,N,Y,,,,,,M,N,30,30,6594,
TUK,"Tukwila, Washington",N,Platform with Shelter,Tukwila,WA,98188,United States,Pacific Northwest,800-USA-RAIL,N,N,N,N,N,N,N,N,Y,Y,Y,N,N,,,,,,P,Y,30,30,29,14480
TUS,"Tucson, Arizona",Y,Station Building (with waiting room),Tucson,AZ,85701-1899,United States,Southwest,520-623-4442,Y,Y,N,Y,Y,N,N,N,Y,Y,N,N,N,N,,,,,M,N,60,30,2394,541132
TVF,"The Villages, Florida",N,Curbside Bus Stop only (no shelter),The Villages,FL,32159-9318,United States,Southern,800-USA-RAIL,N,N,N,N,N,N,N,N,Y,,,Y,,,,,,,E,Y,15,15,70,
TWC,"Tawas City, Michigan",N,Curbside Bus Stop only (no shelter),Tawas City,MI,48763,United States,Central,800-USA-RAIL,N,N,N,N,N,N,N,N,Y,,,,Y,,,,,,E,Y,30,30,591,
TWO,"Toronto, Ontario",Y,Station Building (with waiting room),Toronto,ON,M5J 1E7,Canada,VIA Rail Canada Inc.,888-842-7245,Y,N,N,N,N,N,Y,N,Y,Y,Y,N,N,,,YBZ,VIAnet:  TRTO,VIA Rail Canada,E,Y,45,30,266,3000000
TXA,"Texarkana, Arkansas",Y,Station Building (with waiting room),Texarkana,AR,71854-5907,United States,Southwest,870-772-1011,Y,N,N,Y,N,N,N,Y,Y,Y,N,N,N,N,,,,,C,Y,60,30,311,93000
TYR,"Tyrone, Pennsylvania",N,Platform with Shelter,Tyrone,PA,16686,United States,Mid-Atlantic,000-000-0000,N,N,N,N,N,N,N,N,Y,Y,Y,N,N,,,,,,E,Y,30,30,912,7000
UCA,"Utica, New York",Y,Station Building (with waiting room),Utica,NY,13501,United States,Northeast,315-797-8962,Y,Y,N,Y,Y,N,N,Y,Y,Y,N,N,N,,,,,Via Rail Canada,E,Y,60,30,418,63000
UKH,"Ukiah, California",N,Curbside Bus Stop only (no shelter),Ukiah,CA,95482,United States,Pacific,000-000-0000,N,N,N,N,N,N,N,N,Y,N,N,Y,N,,,,,,P,Y,30,30,601,13700
UOP,"University of Pennsylvania, Philadelphia, Pennsylvania",,Pseudo Station,Philadelphia,PA,19104,United States,Mid-Atlantic,800-USA-RAIL,,Y,,,,,,,,,,,,,,,,,E,Y,,,,
USA,USA Rail Pass,,Pseudo Station,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,
USF,USA Rail Pass Pseudo Station for MAAS processing only,,Pseudo Station,,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,
